"Latitude","Longitude","OBJECTID","PONTO_RECOLHA_FREGUESIA","PONTO_RECOLHA_LOCAL","CONTENTOR_RESÍDUO","CONTENTOR_TIPO","CONTENTOR_CAPACIDADE","CONTENTOR_QT","CONTENTOR_TOTAL_LITROS"
"-9.1441698380596","38.70717955628","616","Misericórdia","15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho)","Lixos","CV0120","120","1","120"
"-9.1440133596219","38.707496185644","617","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0090","90","1","90"
"-9.1440133596219","38.707496185644","618","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0240","240","1","240"
"-9.1440133596219","38.707496185644","619","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0140","140","1","140"
"-9.1440133596219","38.707496185644","620","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0090","90","1","90"
"-9.1440133596219","38.707496185644","621","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0240","240","1","240"
"-9.1440133596219","38.707496185644","622","Misericórdia","15875: Tv dos Remolares (Ambos (->)(->): R São Paulo - R Nova do Carvalho)","Lixos","CV0140","140","1","140"
"-9.1440473285161","38.70582944138","623","Misericórdia","15876: Cais do Sodré (Ambos (->)(8->): Av 24 de Julho - R Cintura (Santos))","Lixos","CV0240","240","7","1680"
"-9.1432423329186","38.705809386728","624","Misericórdia","15877: Cais do Sodré (Ambos (->)(->): R Cintura (Santos) - Pc Duque da Terceira)","Lixos","CV0240","240","1","240"
"-9.1428141707013","38.706425624463","625","Misericórdia","15878: Cais do Sodré (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo)","Lixos","CV0240","240","1","240"
"-9.1428141707013","38.706425624463","626","Misericórdia","15878: Cais do Sodré (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo)","Lixos","CV0140","140","1","140"
"-9.1428141707013","38.706425624463","627","Misericórdia","15878: Cais do Sodré (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo)","Lixos","CV0240","240","1","240"
"-9.1428141707013","38.706425624463","628","Misericórdia","15878: Cais do Sodré (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo)","Lixos","CV0140","140","1","140"
"-9.1422298489484","38.706565794694","629","Misericórdia","15879: Cais do Sodré (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo)","Lixos","CV0140","140","2","280"
"-9.1422298489484","38.706565794694","630","Misericórdia","15879: Cais do Sodré (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo)","Lixos","CV0140","140","2","280"
"-9.1422298489484","38.706565794694","631","Misericórdia","15879: Cais do Sodré (Ambos (->)(2->16): Tv Corpo Santo - Lg Corpo Santo)","Papel e Cartão","CV0140","140","1","140"
"-9.1462200621342","38.708269743049","632","Misericórdia","15880: Bc da Moeda (Ambos (->)(4->6): R São Paulo - R São Paulo)","Lixos","CV0090","90","1","90"
"-9.1462200621342","38.708269743049","633","Misericórdia","15880: Bc da Moeda (Ambos (->)(4->6): R São Paulo - R São Paulo)","Lixos","CV0090","90","1","90"
"-9.1495644315465","38.709006334801","634","Misericórdia","15881: Pto Galega (Rua da Boavista, 118) (Ambos (->)(18->): R da Boavista - R da Boavista)","Lixos","CV0240","240","1","240"
"-9.1505994928747","38.709033347926","635","Misericórdia","15882: Bc da Boavista (Ambos (->)(4->10): R da Boavista - R da Boavista)","Lixos","CV0140","140","1","140"
"-9.1505994928747","38.709033347926","636","Misericórdia","15882: Bc da Boavista (Ambos (->)(4->10): R da Boavista - R da Boavista)","Lixos","CV0090","90","1","90"
"-9.1446205470921","38.707346799781","637","Misericórdia","15883: Tv Ribeira Nova (Ambos (->)(->): R Remolares - R Nova do Carvalho)","Lixos","CV0090","90","1","90"
"-9.1446205470921","38.707346799781","638","Misericórdia","15883: Tv Ribeira Nova (Ambos (->)(->): R Remolares - R Nova do Carvalho)","Lixos","CV0090","90","1","90"
"-9.1447640035514","38.706922188475","639","Misericórdia","15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova)","Lixos","CV0240","240","1","240"
"-9.1447640035514","38.706922188475","640","Misericórdia","15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova)","Lixos","CV0240","240","1","240"
"-9.1447640035514","38.706922188475","641","Misericórdia","15884: Pc Ribeira Nova (Ambos (->)(2->18): Av 24 de Julho - R Ribeira Nova)","Papel e Cartão","CA1100","1100","1","1100"
"-9.1450882217071","38.707901232276","642","Misericórdia","15885: Pc São Paulo (Ambos (->)(->): R São Paulo - Tv Carvalho)","Lixos","CV0240","240","1","240"
"-9.1450882217071","38.707901232276","643","Misericórdia","15885: Pc São Paulo (Ambos (->)(->): R São Paulo - Tv Carvalho)","Lixos","CV0240","240","1","240"
"-9.1448888684776","38.70762371759","644","Misericórdia","15886: Pc São Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova)","Lixos","CV0140","140","4","560"
"-9.1448888684776","38.70762371759","645","Misericórdia","15886: Pc São Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova)","Lixos","CV0240","240","1","240"
"-9.1448888684776","38.70762371759","646","Misericórdia","15886: Pc São Paulo (Ambos (1->9)(4->8): Tv Carvalho - Tv Ribeira Nova)","Papel e Cartão","CV0140","140","1","140"
"-9.1444751835094","38.707636309613","647","Misericórdia","15887: Pc São Paulo (Ambos (17->19)(16->18): Tv Ribeira Nova - R São Paulo)","Lixos","CV0240","240","1","240"
"-9.1444751835094","38.707636309613","648","Misericórdia","15887: Pc São Paulo (Ambos (17->19)(16->18): Tv Ribeira Nova - R São Paulo)","Lixos","CV0240","240","1","240"
"-9.1432988477297","38.706556548395","649","Misericórdia","15888: Pc Duque da Terceira (Ambos (->)(24->): Cais do Sodré - R Bernardino da Costa)","Lixos","CV0240","240","2","480"
"-9.1432988477297","38.706556548395","650","Misericórdia","15888: Pc Duque da Terceira (Ambos (->)(24->): Cais do Sodré - R Bernardino da Costa)","Papel e Cartão","CV0240","240","1","240"
"-9.1434047123893","38.706726781045","651","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0140","140","2","280"
"-9.1434047123893","38.706726781045","652","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0090","90","1","90"
"-9.1434047123893","38.706726781045","653","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0120","120","1","120"
"-9.1434047123893","38.706726781045","654","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0140","140","2","280"
"-9.1434047123893","38.706726781045","655","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0090","90","1","90"
"-9.1434047123893","38.706726781045","656","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Lixos","CV0120","120","1","120"
"-9.1434047123893","38.706726781045","657","Misericórdia","15889: Pc Duque da Terceira (Ambos (15->19)(14->18): R Bernardino da Costa - R do Alecrim)","Papel e Cartão","CV0140","140","2","280"
"-9.1436117426213","38.706733996505","658","Misericórdia","15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares)","Lixos","CV0090","90","1","90"
"-9.1436117426213","38.706733996505","659","Misericórdia","15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares)","Lixos","CV0140","140","4","560"
"-9.1436117426213","38.706733996505","660","Misericórdia","15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares)","Lixos","CV0090","90","1","90"
"-9.1436117426213","38.706733996505","661","Misericórdia","15890: Pc Duque da Terceira (Ambos (9->13)(->): R do Alecrim - R Remolares)","Lixos","CV0140","140","4","560"
"-9.1437590142256","38.706579588431","662","Misericórdia","15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho)","Lixos","CV0140","140","2","280"
"-9.1437590142256","38.706579588431","663","Misericórdia","15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho)","Lixos","CV0140","140","2","280"
"-9.1437590142256","38.706579588431","664","Misericórdia","15891: Pc Duque da Terceira (Ambos (1->)(2->4): R Remolares - Av 24 de Julho)","Papel e Cartão","CV0240","240","1","240"
"-9.1420050275822","38.706928051678","333","Misericórdia","15892: Lg Corpo Santo (Ambos (->)(2->6): Cais do Sodré - R Arsenal)","Lixos","CV0140","140","1","140"
"-9.1420101003686","38.707288320891","334","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0090","90","1","90"
"-9.1420101003686","38.707288320891","335","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0140","140","4","560"
"-9.1420101003686","38.707288320891","336","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0240","240","2","480"
"-9.1420101003686","38.707288320891","337","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0090","90","1","90"
"-9.1420101003686","38.707288320891","338","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0140","140","4","560"
"-9.1420101003686","38.707288320891","339","Misericórdia","15893: Lg Corpo Santo (Ambos (13->)(10->28): R Arsenal - Cc do Ferragial)","Lixos","CV0240","240","2","480"
"-9.1420813502454","38.707449845384","342","Misericórdia","15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo)","Lixos","CV0240","240","1","240"
"-9.1420813502454","38.707449845384","343","Misericórdia","15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo)","Lixos","CV0140","140","2","280"
"-9.1420813502454","38.707449845384","344","Misericórdia","15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo)","Lixos","CV0240","240","1","240"
"-9.1420813502454","38.707449845384","340","Misericórdia","15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo)","Lixos","CV0140","140","2","280"
"-9.1420813502454","38.707449845384","341","Misericórdia","15894: Lg Corpo Santo (Ambos (15->23)(14->22): Cc do Ferragial - R Corpo Santo)","Papel e Cartão","CV0240","240","1","240"
"-9.1498636855204","38.709030752182","345","Misericórdia","15896: Bc Francisco André (Ambos (3->)(->): R da Boavista - R da Boavista)","Lixos","CV0140","140","1","140"
"-9.1453481501329","38.707583703923","346","Misericórdia","15897: Tv de São Paulo (Ambos (->)(->): Pc São Paulo - R Ribeira Nova)","Lixos","CV0140","140","2","280"
"-9.1453481501329","38.707583703923","347","Misericórdia","15897: Tv de São Paulo (Ambos (->)(->): Pc São Paulo - R Ribeira Nova)","Lixos","CV0240","240","1","240"
"-9.1453481501329","38.707583703923","348","Misericórdia","15897: Tv de São Paulo (Ambos (->)(->): Pc São Paulo - R Ribeira Nova)","Lixos","CV0140","140","2","280"
"-9.1453481501329","38.707583703923","349","Misericórdia","15897: Tv de São Paulo (Ambos (->)(->): Pc São Paulo - R Ribeira Nova)","Lixos","CV0240","240","1","240"
"-9.1453481501329","38.707583703923","350","Misericórdia","15897: Tv de São Paulo (Ambos (->)(->): Pc São Paulo - R Ribeira Nova)","Papel e Cartão","CV0140","140","1","140"
"-9.1443768000195","38.706367057894","351","Misericórdia","15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares)","Lixos","CV0090","90","1","90"
"-9.1443768000195","38.706367057894","352","Misericórdia","15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares)","Lixos","CV0240","240","1","240"
"-9.1443768000195","38.706367057894","353","Misericórdia","15898: Av 24 de Julho (Impar (1->)(->): Pc Duque da Terceira - Tv dos Remolares)","Lixos","CV0140","140","1","140"
"-9.1447341489412","38.70643602464","354","Misericórdia","15899: Av 24 de Julho (Par (->)(2->): Tv dos Remolares - Pc Ribeira Nova)","Lixos","CV0140","140","1","140"
"-9.1475169096042","38.714608996972","43","Misericórdia","19365: R O Século, 150","Papel e Cartão","CV0240","240","2","480"
"-9.1475169096042","38.714608996972","42","Misericórdia","19365: R O Século, 150","Vidro","CV0240","240","1","240"
"-9.1475169096042","38.714608996972","41","Misericórdia","19365: R O Século, 150","Embalagens","CV0240","240","2","480"
"-9.1475169096042","38.714608996972","40","Misericórdia","19365: R O Século, 150","Lixos","CV0240","240","4","960"
"-9.1475169096042","38.714608996972","39","Misericórdia","19365: R O Século, 150","Lixos","CV0240","240","4","960"
"-9.1518634054115","38.715453908314","133","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Papel e Cartão","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","134","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Papel e Cartão","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","135","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Embalagens","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","136","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Lixos","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","137","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Lixos","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","138","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Vidro","CV0240","240","1","240"
"-9.1518634054115","38.715453908314","139","Misericórdia","19216: R Marcos Portugal, Muro do Lg Agostinho da Silva","Embalagens","CV0240","240","1","240"
"-9.1475495615682","38.711230779832","210","Misericórdia","19280: Tv André Valente, jt silo","Papel e Cartão","CV0240","240","3","720"
"-9.1475495615682","38.711230779832","209","Misericórdia","19280: Tv André Valente, jt silo","Lixos","CV0240","240","9","2160"
"-9.1475495615682","38.711230779832","208","Misericórdia","19280: Tv André Valente, jt silo","Embalagens","CV0240","240","2","480"
"-9.1475495615682","38.711230779832","211","Misericórdia","19280: Tv André Valente, jt silo","Lixos","CV0240","240","9","2160"
"-9.1475495615682","38.711230779832","207","Misericórdia","19280: Tv André Valente, jt silo","Vidro","CV0240","240","1","240"
"-9.1442240073695","38.706944883499","233","Misericórdia","19301: R Remolares, Crzt Tv Remolares","Vidro","VSP","1500","1","1500"
"-9.1442240073695","38.706944883499","234","Misericórdia","19301: R Remolares, Crzt Tv Remolares","Vidro","VSP","1500","1","1500"
"-9.1444073184847","38.710159090629","265","Misericórdia","19315: R Emenda, 100","Vidro","CV0140","140","1","140"
"-9.1449005438813","38.710893458378","231","Misericórdia","19300: R Salgadeiras, SFC CZT  R. da Atalaia","Lixos","CV0240","240","2","480"
"-9.1449005438813","38.710893458378","232","Misericórdia","19300: R Salgadeiras, SFC CZT  R. da Atalaia","Lixos","CV0240","240","2","480"
"-9.1438806335387","38.709497073275","66","Misericórdia","19407: Tv Guilherme Cossoul, 10","Papel e Cartão","CV0240","240","1","240"
"-9.1438806335387","38.709497073275","67","Misericórdia","19407: Tv Guilherme Cossoul, 10","Embalagens","CV0240","240","1","240"
"-9.1513885505624","38.70873821693","214","Misericórdia","19282: Lg Conde-Barão, 19","Papel e Cartão","CV0140","140","1","140"
"-9.1513885505624","38.70873821693","213","Misericórdia","19282: Lg Conde-Barão, 19","Embalagens","CV0140","140","1","140"
"-9.1531085611251","38.713272150325","180","Misericórdia","19257: R São Bento, 212","Vidro","CV0140","140","2","280"
"-9.1531085611251","38.713272150325","181","Misericórdia","19257: R São Bento, 212","Vidro","CV0140","140","2","280"
"-9.1531085611251","38.713272150325","182","Misericórdia","19257: R São Bento, 212","Vidro","CV0140","140","2","280"
"-9.1531183096426","38.716379761542","225","Misericórdia","19293: R Imprensa Nacional, 46","Vidro","CV0140","140","1","140"
"-9.1422607474009","38.707943726586","245","Misericórdia","19310: R Vitor Cordon, 43","Vidro","CV0240","240","1","240"
"-9.1448134908421","38.707984683591","267","Misericórdia","19319: R São Paulo, 108","Embalagens","CV0140","140","1","140"
"-9.1536084394447","38.7144658215","163","Misericórdia","19236: R São Bento, 318","Vidro","CV0140","140","1","140"
"-9.1536084394447","38.7144658215","164","Misericórdia","19236: R São Bento, 318","Organicos","CV0140","140","1","140"
"-9.1446034889832","38.714282975773","227","Misericórdia","19295: R Teixeira, 1","Vidro","CV0140","140","1","140"
"-9.1446475199068","38.710886642888","48","Misericórdia","19371: R Salgadeiras, SFC Jt 11","Lixos","CV0240","240","3","720"
"-9.1446475199068","38.710886642888","47","Misericórdia","19371: R Salgadeiras, SFC Jt 11","Lixos","CV0240","240","3","720"
"-9.1524251794508","38.709683998315","121","Misericórdia","19390: R Poço dos Negros, crzt R São Bento","Lixos","CV0240","240","3","720"
"-9.1524251794508","38.709683998315","122","Misericórdia","19390: R Poço dos Negros, crzt R São Bento","Lixos","CV0240","240","3","720"
"-9.1530556126256","38.711975486877","205","Misericórdia","19278: R Correia Garção, 3","Vidro","CV0240","240","1","240"
"-9.1530556126256","38.711975486877","206","Misericórdia","19278: R Correia Garção, 3","Organicos","CV0240","240","1","240"
"-9.1430116653166","38.707387753623","85","Misericórdia","19415: R São Paulo, 14 a 16","Embalagens","CV0140","140","1","140"
"-9.1438568811843","38.709443231724","290","Misericórdia","19337: Tv Guilherme Cossoul, 11","Vidro","CV0140","140","1","140"
"-9.1438568811843","38.709443231724","291","Misericórdia","19337: Tv Guilherme Cossoul, 11","Papel e Cartão","CV0140","140","1","140"
"-9.1438568811843","38.709443231724","292","Misericórdia","19337: Tv Guilherme Cossoul, 11","Embalagens","CV0140","140","1","140"
"-9.1526438796966","38.710510808556","692","Misericórdia","21843: R São Bento, 15","Organicos","CV0090","90","1","90"
"-9.1526438796966","38.710510808556","693","Misericórdia","21843: R São Bento, 15","Vidro","CV0090","90","1","90"
"-9.1513003925954","38.712243029743","694","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Papel e Cartão","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","695","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Papel e Cartão","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","696","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Embalagens","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","697","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Lixos","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","698","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Vidro","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","699","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Embalagens","CV0240","240","1","240"
"-9.1513003925954","38.712243029743","700","Misericórdia","21844: R Cruz dos Poiais de São Bento, Crt R das Parreiras","Lixos","CV0240","240","1","240"
"-9.1475286281271","38.705691146327","938","Misericórdia","21957: R da Cintura do Porto de Lisboa, 3154 Armazém B","Embalagens","CV0240","240","2","480"
"-9.1475286281271","38.705691146327","939","Misericórdia","21957: R da Cintura do Porto de Lisboa, 3154 Armazém B","Lixos","CV0240","240","1","240"
"-9.1475286281271","38.705691146327","940","Misericórdia","21957: R da Cintura do Porto de Lisboa, 3154 Armazém B","Vidro","CV0240","240","1","240"
"-9.1507756102811","38.708482335225","944","Misericórdia","21959: R Instituto Industrial, 7-7D","Lixos","CV0240","240","1","240"
"-9.1507756102811","38.708482335225","945","Misericórdia","21959: R Instituto Industrial, 7-7D","Embalagens","CV0240","240","2","480"
"-9.1507756102811","38.708482335225","946","Misericórdia","21959: R Instituto Industrial, 7-7D","Vidro","CV0140","140","4","560"
"-9.1507756102811","38.708482335225","947","Misericórdia","21959: R Instituto Industrial, 7-7D","Organicos","CV0240","240","3","720"
"-9.146054168454","38.707919877341","843","Misericórdia","21911: Tv Carvalho, frt nº 29","Papel e Cartão","ECIS3000","3000","2","6000"
"-9.146054168454","38.707919877341","844","Misericórdia","21911: Tv Carvalho, frt nº 29","Embalagens","ECIS3000","3000","2","6000"
"-9.146054168454","38.707919877341","845","Misericórdia","21911: Tv Carvalho, frt nº 29","Vidro","ECIS3000","3000","1","3000"
"-9.146054168454","38.707919877341","846","Misericórdia","21911: Tv Carvalho, frt nº 29","Lixos","ECIS3000","3000","2","6000"
"-9.1490679767064","38.708857523398","921","Misericórdia","21952: R da Boavista, 88-94","Papel e Cartão","CV0090","90","1","90"
"-9.1490679767064","38.708857523398","922","Misericórdia","21952: R da Boavista, 88-94","Organicos","CV0090","90","1","90"
"-9.1490679767064","38.708857523398","923","Misericórdia","21952: R da Boavista, 88-94","Vidro","CV0140","140","1","140"
"-9.1490679767064","38.708857523398","924","Misericórdia","21952: R da Boavista, 88-94","Embalagens","CV0090","90","1","90"
"-9.1515807397275","38.707700640143","965","Misericórdia","21969: R Dom Luís I, 34","Papel e Cartão","CV0240","240","1","240"
"-9.1515807397275","38.707700640143","966","Misericórdia","21969: R Dom Luís I, 34","Embalagens","CV0090","90","1","90"
"-9.1444416044842","38.709330073838","715","Misericórdia","21854: R Emenda, 41-43-45-47","Papel e Cartão","CV0140","140","1","140"
"-9.1444416044842","38.709330073838","716","Misericórdia","21854: R Emenda, 41-43-45-47","Vidro","CV0240","240","1","240"
"-9.1444416044842","38.709330073838","717","Misericórdia","21854: R Emenda, 41-43-45-47","Embalagens","CV0140","140","1","140"
"-9.1440834291124","38.711648187736","897","Misericórdia","21938: R Diário de Notícias, 40-A","Organicos","CV0240","240","1","240"
"-9.1432924894542","38.707736629323","951","Misericórdia","21961: R do Alecrim, 24","Embalagens","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","736","Misericórdia","21866: R O Século, 12","Papel e Cartão","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","737","Misericórdia","21866: R O Século, 12","Organicos","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","738","Misericórdia","21866: R O Século, 12","Vidro","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","739","Misericórdia","21866: R O Século, 12","Embalagens","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","740","Misericórdia","21866: R O Século, 12","Lixos","CV0090","90","1","90"
"-9.1473152989083","38.711737253553","741","Misericórdia","21866: R O Século, 12","Lixos","CV0090","90","1","90"
"-9.1464247055424","38.710546947731","959","Misericórdia","21966: R Marechal Saldanha, 26-26/A","Lixos","CV0140","140","3","420"
"-9.1464247055424","38.710546947731","960","Misericórdia","21966: R Marechal Saldanha, 26-26/A","Lixos","CV0140","140","3","420"
"-9.1464247055424","38.710546947731","961","Misericórdia","21966: R Marechal Saldanha, 26-26/A","Organicos","CV0140","140","1","140"
"-9.1464247055424","38.710546947731","962","Misericórdia","21966: R Marechal Saldanha, 26-26/A","Vidro","CV0140","140","1","140"
"-9.1449778313351","38.710667592833","963","Misericórdia","21967: R Loreto, 57-59","Organicos","CV0140","140","1","140"
"-9.1432337459228","38.707647060113","906","Misericórdia","21944: R Ferragial, 33-B","Vidro","CV0240","240","1","240"
"-9.1432337459228","38.707647060113","907","Misericórdia","21944: R Ferragial, 33-B","Organicos","CV0240","240","1","240"
"-9.1484167421428","38.707521022738","880","Misericórdia","21932: R Dom Luís I, 7-9","Embalagens","CV0240","240","1","240"
"-9.1484167421428","38.707521022738","881","Misericórdia","21932: R Dom Luís I, 7-9","Papel e Cartão","CV0240","240","1","240"
"-9.1462023275938","38.707828513811","789","Misericórdia","21889: Tv Carvalho, 27-27/A","Vidro","CV0090","90","1","90"
"-9.1462023275938","38.707828513811","790","Misericórdia","21889: Tv Carvalho, 27-27/A","Vidro","CV0090","90","1","90"
"-9.1425978276348","38.709021751547","869","Misericórdia","21925: R António Maria Cardoso, 31/33/35","Papel e Cartão","CV0090","90","1","90"
"-9.1425978276348","38.709021751547","870","Misericórdia","21925: R António Maria Cardoso, 31/33/35","Lixos","CV0140","140","1","140"
"-9.1425978276348","38.709021751547","871","Misericórdia","21925: R António Maria Cardoso, 31/33/35","Lixos","CV0140","140","1","140"
"-9.1458457431384","38.71025471309","874","Misericórdia","21927: Tv Sequeiro, Jt 8","Lixos","CV0240","240","5","1200"
"-9.1458457431384","38.71025471309","875","Misericórdia","21927: Tv Sequeiro, Jt 8","Lixos","CV0240","240","5","1200"
"-9.1440845717694","38.711729248618","898","Misericórdia","21939: R Diário de Notícias, 40-B","Organicos","CV0240","240","1","240"
"-9.1522566348423","38.71400021693","912","Misericórdia","21949: R Quintinha, 70-B","Organicos","CV0140","140","1","140"
"-9.1522566348423","38.71400021693","913","Misericórdia","21949: R Quintinha, 70-B","Vidro","CV0140","140","1","140"
